Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Spain,EQUATORIAL GUINEA,MALABO,6,5,,,,"8,902","5,090","1,236",24.3%,"1,064","1,877",21.1%,"8,908","6,159","1,877",21.1%
Spain,ESTONIA,TALLINN,,,,,,1,1,,,,,,1,1,,
Spain,ETHIOPIA,ADDIS ABEBA,,,,,,981,727,57,7.8%,14,199,20.3%,981,741,199,20.3%
Spain,FINLAND,HELSINKI,,,,,,6,5,,,,,,6,5,,
Spain,FRANCE,BORDEAUX,,,,,,1,,,,,,,1,,,
Spain,FRANCE,LYON,,,,,,,1,,,,,,,1,,
Spain,FRANCE,MARSEILLE,,,,,,1,,,,,,,1,,,
Spain,FRANCE,PARIS,,,,,,246,234,142,60.7%,3,,,246,237,,
Spain,GABON,LIBREVILLE,,,,,,686,452,12,2.7%,,229,33.4%,686,452,229,33.4%
Spain,GERMANY,BERLIN,,,,,,3,3,,,,,,3,3,,
Spain,GERMANY,DUSSELDORF,,,,,,9,8,,,,,,9,8,,
Spain,GERMANY,FRANKFURT/MAIN,,,,,,5,4,,,1,,,5,5,,
Spain,GERMANY,HAMBURG,,,,,,7,3,,,4,,,7,7,,
Spain,GERMANY,MUNICH,,,,,,2,2,,,,,,2,2,,
Spain,GHANA,ACCRA,,,,,,"3,152","1,615",261,16.2%,31,"1,293",41.0%,"3,152","1,646","1,293",41.0%
Spain,GREECE,ATHENS,,,,,,13,11,,,1,,,13,12,,
Spain,GUATEMALA,GUATEMALA CITY,2,2,,,,141,134,10,7.5%,1,,,143,137,,
Spain,GUINEA,CONAKRY,12,10,,,,545,225,1,0.4%,,286,52.5%,557,235,286,51.3%
Spain,GUINEA-BISSAU,BISSAU,14,9,,4,28.6%,"1,383",887,97,10.9%,4,407,29.4%,"1,397",900,411,29.4%
Spain,HAITI,PORT AU PRINCE,28,15,,13,46.4%,"1,153",790,176,22.3%,,321,27.8%,"1,181",805,334,28.3%
Spain,HONDURAS,TEGUCIGALPA,1,1,,,,29,27,3,11.1%,,,,30,28,,
Spain,HONG KONG S.A.R.,HONG KONG,,,,,,"1,318","1,298",280,21.6%,,15,1.1%,"1,318","1,298",15,1.1%
Spain,HUNGARY,BUDAPEST,3,3,,,,2,1,,,,,,5,4,,
Spain,INDIA,MUMBAI,7,7,,,,"40,958","38,838",409,1.1%,1,"2,070",5.1%,"40,965","38,846","2,070",5.1%
Spain,INDIA,NEW DELHI,1,1,,,,"26,290","22,555",812,3.6%,8,"3,089",11.7%,"26,291","22,564","3,089",11.7%
Spain,INDONESIA,JAKARTA,,,,,,"16,126","15,598",175,1.1%,6,416,2.6%,"16,126","15,604",416,2.6%
Spain,IRAN,TEHERAN,,,,,,"23,219","14,649",828,5.7%,65,"7,581",32.6%,"23,219","14,714","7,581",32.6%
Spain,IRAQ,BAGHDAD,,,,,,"1,352","1,184",476,40.2%,9,58,4.3%,"1,352","1,193",58,4.3%
Spain,IRELAND,DUBLIN,1,,,,,"2,747","2,602",282,10.8%,8,23,0.8%,"2,748","2,610",23,0.8%
Spain,ISRAEL,JERUSALEM,8,7,,1,12.5%,"5,352","3,905",568,14.5%,67,787,14.7%,"5,360","3,979",788,14.7%
Spain,ISRAEL,TEL AVIV,2,2,,,,568,543,74,13.6%,4,9,1.6%,570,549,9,1.6%
Spain,ITALY,MILAN,,,,,,9,8,,,,,,9,8,,
Spain,ITALY,ROME,5,5,,,,13,11,,,2,,,18,18,,
Spain,JAMAICA,KINGSTON,7,7,,,,"2,929","2,848",470,16.5%,,46,1.6%,"2,936","2,855",46,1.6%
Spain,JAPAN,TOKYO,,,,,,"1,509","1,405",9,0.6%,,65,4.3%,"1,509","1,405",65,4.3%
Spain,JORDAN,AMMAN,,,,,,"7,680","6,055",637,10.5%,116,"1,009",13.1%,"7,680","6,171","1,009",13.1%
Spain,KAZAKHSTAN,ASTANA,,,,,,"13,131","12,871",954,7.4%,4,201,1.5%,"13,131","12,875",201,1.5%
Spain,KENYA,NAIROBI,,,,,,"3,927","3,493",124,3.5%,14,370,9.4%,"3,927","3,507",370,9.4%
Spain,KUWAIT,KUWAIT,,,,,,"24,464","22,184","18,247",82.3%,41,"2,012",8.2%,"24,464","22,225","2,012",8.2%
Spain,LEBANON,BEIRUT,,,,,,"17,055","14,707","1,351",9.2%,209,"1,650",9.7%,"17,055","14,916","1,650",9.7%
Spain,MALAYSIA,KUALA LUMPUR,,,,,,632,604,25,4.1%,,5,0.8%,632,604,5,0.8%
Spain,MALI,BAMAKO,5,3,,2,40.0%,"1,497","1,016",341,33.6%,43,396,26.5%,"1,502","1,062",398,26.5%
Spain,MALTA,VALETTA,,,,,,5,5,1,20.0%,,,,5,5,,
Spain,MAURITANIA,NOUAKCHOTT,2,2,,,,"9,351","6,904","2,993",43.4%,61,"1,583",16.9%,"9,353","6,967","1,583",16.9%
Spain,MEXICO,GUADALAJARA,6,5,,,,142,145,3,2.1%,,,,148,150,,
Spain,MEXICO,MEXICO CITY,4,3,,,,332,285,16,5.6%,,35,10.5%,336,288,35,10.4%
Spain,MEXICO,MONTERREY,,,,,,98,80,2,2.5%,,9,9.2%,98,80,9,9.2%
Spain,MOROCCO,AGADIR,,,,,,"11,028","7,973","3,239",40.6%,31,"2,515",22.8%,"11,028","8,004","2,515",22.8%
Spain,MOROCCO,CASABLANCA,2,2,,,,"63,314","55,683","18,150",32.6%,66,"4,911",7.8%,"63,316","55,751","4,911",7.8%
Spain,MOROCCO,NADOR,,,,,,"26,866","13,419","3,912",29.2%,698,"10,808",40.2%,"26,866","14,117","10,808",40.2%
Spain,MOROCCO,RABAT,,,,,,"23,342","16,377","5,898",36.0%,64,"5,992",25.7%,"23,342","16,441","5,992",25.7%
Spain,MOROCCO,TANGER,1,,,,,"60,924","51,960","26,526",51.1%,219,"7,011",11.5%,"60,925","52,179","7,011",11.5%
Spain,MOROCCO,TETOUAN,,,,,,"15,494","11,910","4,261",35.8%,300,"2,283",14.7%,"15,494","12,210","2,283",14.7%
Spain,MOZAMBIQUE,MAPUTO,1,1,,,,"1,155","1,037",75,7.2%,1,54,4.7%,"1,156","1,039",54,4.7%
Spain,NAMIBIA,WINDHOEK,,,,,,"1,425","1,339",176,13.1%,2,40,2.8%,"1,425","1,341",40,2.8%
Spain,NETHERLANDS,AMSTERDAM,,,,,,4,4,,,,,,4,4,,
Spain,NEW ZEALAND,WELLINGTON,,,,,,198,233,11,4.7%,,3,1.5%,198,233,3,1.5%
Spain,NICARAGUA,MANAGUA,1,1,,,,28,23,6,26.1%,,,,29,24,,
Spain,NIGER,NIAMEY,2,1,,1,50.0%,840,664,222,33.4%,24,131,15.6%,842,689,132,15.7%
Spain,NIGERIA,ABUJA,1,1,,,,128,107,7,6.5%,8,,,129,116,,
Spain,NIGERIA,LAGOS,6,4,,1,16.7%,"6,548","2,752",92,3.3%,35,"3,515",53.7%,"6,554","2,791","3,516",53.6%
Spain,NORTH MACEDONIA,SKOPJE,,,,,,139,22,,,103,8,5.8%,139,125,8,5.8%
Spain,NORWAY,OSLO,,,,,,7,7,,,,,,7,7,,
Spain,OMAN,MUSCAT,,,,,,"8,419","7,860","2,101",26.7%,59,278,3.3%,"8,419","7,919",278,3.3%
Spain,PAKISTAN,ISLAMABAD,33,26,,6,18.2%,"10,114","5,545",758,13.7%,16,"3,908",38.6%,"10,147","5,587","3,914",38.6%
Spain,PANAMA,PANAMA CITY,1,1,,,,624,556,114,20.5%,,17,2.7%,625,557,17,2.7%
Spain,PARAGUAY,ASUNCION,3,4,,,,42,38,5,13.2%,,6,14.3%,45,42,6,13.3%
Spain,PERU,LIMA,,,,,,272,248,95,38.3%,,1,0.4%,272,248,1,0.4%
Spain,PHILIPPINES,MANILA,1,1,,,,"19,410","17,872","2,787",15.6%,8,"1,426",7.3%,"19,411","17,881","1,426",7.3%
Spain,POLAND,WARSAW,,,,,,10,8,,,,2,20.0%,10,8,2,20.0%
Spain,PORTUGAL,LISBON,,,,,,8,8,,,,,,8,8,,
Spain,QATAR,DOHA,,,,,,"7,531","6,672","2,894",43.4%,140,340,4.5%,"7,531","6,812",340,4.5%
Spain,ROMANIA,BUCHAREST,1,,,,,384,353,53,15.0%,,23,6.0%,385,353,23,6.0%
Spain,RUSSIAN FEDERATION,MOSCOW,2,2,,,,"484,235","477,319","438,670",91.9%,108,"6,563",1.4%,"484,237","477,429","6,563",1.4%
Spain,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"19,973","19,802","11,959",60.4%,4,64,0.3%,"19,973","19,806",64,0.3%
Spain,SAUDI ARABIA,RIYADH,,,,,,"40,181","36,046","29,404",81.6%,573,966,2.4%,"40,181","36,619",966,2.4%
Spain,SENEGAL,DAKAR,8,3,,5,62.5%,"8,357","4,239",357,8.4%,4,"3,658",43.8%,"8,365","4,246","3,663",43.8%
Spain,SERBIA,BELGRADE,,,,,,268,250,5,2.0%,,11,4.1%,268,250,11,4.1%
Spain,SINGAPORE,SINGAPORE,,,,,,"2,779","2,704",344,12.7%,,55,2.0%,"2,779","2,704",55,2.0%
Spain,SLOVAKIA,BRATISLAVA,,,,,,2,2,2,100.0%,,,,2,2,,
Spain,SOUTH AFRICA,CAPE TOWN,3,3,,,,"9,139","8,876",582,6.6%,,163,1.8%,"9,142","8,879",163,1.8%
Spain,SOUTH AFRICA,PRETORIA,3,3,,,,"12,680","12,377","1,806",14.6%,20,119,0.9%,"12,683","12,400",119,0.9%
Spain,SOUTH KOREA,SEOUL,2,2,,,,332,309,3,1.0%,,10,3.0%,334,311,10,3.0%
Spain,SUDAN,KHARTOUM,,,,,,"1,399",863,83,9.6%,14,438,31.3%,"1,399",877,438,31.3%
Spain,SWEDEN,STOCKHOLM,1,1,,,,1,1,,,,,,2,2,,
Spain,SWITZERLAND,BERN,,,,,,1,1,,,,,,1,1,,
Spain,SWITZERLAND,GENEVA,,,,,,8,5,1,20.0%,2,,,8,7,,
Spain,SWITZERLAND,ZURICH,,,,,,2,2,,,,,,2,2,,
Spain,TANZANIA,DAR ES SALAAM,,,,,,889,704,35,5.0%,3,142,16.0%,889,707,142,16.0%
Spain,THAILAND,BANGKOK,,,,,,"13,218","12,928",446,3.4%,33,189,1.4%,"13,218","12,961",189,1.4%
Spain,TRINIDAD AND TOBAGO,PORT OF SPAIN,3,4,,,,141,140,67,47.9%,,1,0.7%,144,144,1,0.7%
Spain,TUNISIA,TUNIS,1,,,,,"9,553","7,174","1,337",18.6%,30,"1,931",20.2%,"9,554","7,204","1,931",20.2%
Spain,TURKEY,ANKARA,,,,,,"10,364","8,362","1,359",16.3%,14,"1,640",15.8%,"10,364","8,376","1,640",15.8%
Spain,TURKEY,ISTANBUL,6,6,,,,"33,507","32,260","8,446",26.2%,5,791,2.4%,"33,513","32,271",791,2.4%
Spain,UKRAINE,KYIV,2,1,,,,"3,221","2,819",379,13.4%,4,334,10.4%,"3,223","2,824",334,10.4%
Spain,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"19,999","15,932","1,605",10.1%,453,"2,751",13.8%,"19,999","16,385","2,751",13.8%
Spain,UNITED KINGDOM,EDINBURGH,,,,,,"5,084","4,771",66,1.4%,3,72,1.4%,"5,084","4,774",72,1.4%
Spain,UNITED KINGDOM,LONDON,15,12,,,,"20,493","19,583",768,3.9%,27,298,1.5%,"20,508","19,622",298,1.5%
Spain,URUGUAY,MONTEVIDEO,,,,,,79,80,3,3.8%,,,,79,80,,
Spain,USA,"BOSTON, MA",,,,,,"1,154","1,155",16,1.4%,,,,"1,154","1,155",,
Spain,USA,"CHICAGO, IL",,,,,,"1,887","1,839",137,7.4%,,10,0.5%,"1,887","1,839",10,0.5%
Spain,USA,"HOUSTON, TX",1,1,,,,"1,075","1,040",100,9.6%,,6,0.6%,"1,076","1,041",6,0.6%
Spain,USA,"LOS ANGELES, CA",,,,,,"1,648","1,624",182,11.2%,,,,"1,648","1,624",,
Spain,USA,"MIAMI, FL",,,,,,"4,748","4,718",139,2.9%,,20,0.4%,"4,748","4,718",20,0.4%
Spain,USA,"NEW YORK, NY",,,,,,"9,904","9,404",535,5.7%,79,201,2.0%,"9,904","9,483",201,2.0%
Spain,USA,"SAN FRANCISCO, CA",1,1,,,,"2,108","2,102",70,3.3%,1,,,"2,109","2,104",,
Spain,USA,"SAN JUAN, PR",,,,,,120,116,5,4.3%,,,,120,116,,
Spain,USA,"WASHINGTON, DC",5,5,,,,"1,900","1,881",100,5.3%,1,,,"1,905","1,887",,
Spain,VENEZUELA,CARACAS,3,1,,1,33.3%,143,90,13,14.4%,,49,34.3%,146,91,50,34.2%
Spain,VIETNAM,HANOI,,,,,,"2,620","2,275",50,2.2%,2,239,9.1%,"2,620","2,277",239,9.1%
Spain,ZIMBABWE,HARARE,,,,,,608,591,39,6.6%,,7,1.2%,608,591,7,1.2%
Sweden,AFGHANISTAN,KABUL,,,,,,35,21,3,14.3%,,3,8.6%,35,21,3,8.6%
Sweden,ALGERIA,ALGIERS,,,,,,5,,,,,,,5,,,
Sweden,ARGENTINA,BUENOS AIRES,,,,,,1,,,,,,,1,,,
Sweden,AUSTRALIA,CANBERRA,,,,,,10,7,5,71.4%,,,,10,7,,
Sweden,BANGLADESH,DHAKA,4,3,,,,"7,025","4,237",943,22.3%,56,"2,637",37.5%,"7,029","4,296","2,637",37.5%
Sweden,BOLIVIA,LA PAZ,,,,,,6,,,,,,,6,,,
Sweden,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,13,11,5,45.5%,,2,15.4%,13,11,2,15.4%
Sweden,CHILE,SANTIAGO DE CHILE,,,,,,48,43,16,37.2%,1,2,4.2%,48,44,2,4.2%
Sweden,CHINA,BEIJING,,,,,,"59,036","56,306","2,818",5.0%,115,"1,991",3.4%,"59,036","56,421","1,991",3.4%
Sweden,CHINA,SHANGHAI,,,,,,"28,900","28,059","2,201",7.8%,100,452,1.6%,"28,900","28,159",452,1.6%
Sweden,COLOMBIA,BOGOTA,,,,,,"1,290",979,345,35.2%,3,245,19.0%,"1,290",982,245,19.0%
Sweden,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,54,1,1,100.0%,6,,,54,7,,
Sweden,CROATIA,ZAGREB,,,,,,1,,,,,,,1,,,
Sweden,CUBA,HAVANA,,,,,,"1,557","1,239",66,5.3%,14,275,17.7%,"1,557","1,253",275,17.7%
Sweden,EGYPT,CAIRO,,,,,,"2,824","1,503",375,25.0%,23,"1,248",44.2%,"2,824","1,526","1,248",44.2%
Sweden,ETHIOPIA,ADDIS ABEBA,1,1,,,,"2,469","1,867",106,5.7%,35,441,17.9%,"2,470","1,903",441,17.9%
Sweden,FRANCE,PARIS,,,,,,6,,,,,,,6,,,
Sweden,GERMANY,BERLIN,,,,,,23,,,,,,,23,,,
Sweden,GREECE,ATHENS,,,,,,14,,,,,,,14,,,
Sweden,GUATEMALA,GUATEMALA CITY,,,,,,25,16,12,75.0%,,,,25,16,,
Sweden,INDIA,NEW DELHI,,,,,,"24,707","22,091","9,005",40.8%,117,"1,943",7.9%,"24,707","22,208","1,943",7.9%
Sweden,INDONESIA,JAKARTA,,,,,,"3,018","2,811","1,474",52.4%,88,54,1.8%,"3,018","2,899",54,1.8%
Sweden,IRAN,TEHERAN,,,,,,"15,612","8,132","2,312",28.4%,98,"5,121",32.8%,"15,612","8,230","5,121",32.8%
Sweden,IRAQ,BAGHDAD,,,,,,199,187,65,34.8%,,,,199,187,,
Sweden,ISRAEL,JERUSALEM,,,,,,756,441,76,17.2%,13,188,24.9%,756,454,188,24.9%
Sweden,ISRAEL,TEL AVIV,,,,,,40,37,4,10.8%,,,,40,37,,
Sweden,ITALY,ROME,,,,,,21,,,,,,,21,,,
Sweden,JAPAN,TOKYO,,,,,,374,320,158,49.4%,7,12,3.2%,374,327,12,3.2%
Sweden,JORDAN,AMMAN,,,,,,"3,075","1,793",298,16.6%,151,927,30.1%,"3,075","1,944",927,30.1%
Sweden,KENYA,NAIROBI,,,,,,"1,817","1,278",181,14.2%,26,465,25.6%,"1,817","1,304",465,25.6%
Sweden,LEBANON,BEIRUT,,,,,,"2,297","1,197",300,25.1%,116,892,38.8%,"2,297","1,313",892,38.8%
Sweden,LIBERIA,MONROVIA,,,,,,78,74,6,8.1%,,,,78,74,,
Sweden,MALI,BAMAKO,,,,,,4,,,,,,,4,,,
Sweden,MEXICO,MEXICO CITY,,,,,,3,,,,,,,3,,,
Sweden,MOROCCO,RABAT,,,,,,"2,684","1,683",722,42.9%,44,847,31.6%,"2,684","1,727",847,31.6%
Sweden,MOZAMBIQUE,MAPUTO,,,,,,20,,,,,,,20,,,
Sweden,NIGERIA,ABUJA,,,,,,"3,039",924,90,9.7%,14,"2,002",65.9%,"3,039",938,"2,002",65.9%
Sweden,NORTH KOREA,PYONGYANG,,,,,,192,126,9,7.1%,7,,,192,133,,
Sweden,NORTH MACEDONIA,SKOPJE,,,,,,"8,951",52,18,34.6%,"6,807","2,235",25.0%,"8,951","6,859","2,235",25.0%
Sweden,PAKISTAN,ISLAMABAD,,,,,,"3,819","2,017",198,9.8%,32,"1,557",40.8%,"3,819","2,049","1,557",40.8%
Sweden,ROMANIA,BUCHAREST,,,,,,105,98,42,42.9%,,2,1.9%,105,98,2,1.9%
Sweden,RUSSIAN FEDERATION,MOSCOW,,,,,,"22,460","21,603","14,724",68.2%,92,391,1.7%,"22,460","21,695",391,1.7%
Sweden,SAUDI ARABIA,RIYADH,,,,,,"3,012","1,952","1,468",75.2%,121,769,25.5%,"3,012","2,073",769,25.5%
Sweden,SERBIA,BELGRADE,,,,,,49,24,16,66.7%,1,4,8.2%,49,25,4,8.2%
Sweden,SINGAPORE,SINGAPORE,,,,,,7,,,,,,,7,,,
Sweden,SOUTH AFRICA,PRETORIA,,,,,,"4,606","4,301","2,946",68.5%,41,104,2.3%,"4,606","4,342",104,2.3%
Sweden,SOUTH KOREA,SEOUL,,,,,,266,204,40,19.6%,,35,13.2%,266,204,35,13.2%
Sweden,SPAIN,MADRID,,,,,,48,,,,,,,48,,,
Sweden,SUDAN,KHARTOUM,,,,,,19,,,,,,,19,,,
Sweden,TANZANIA,DAR ES SALAAM,,,,,,"1,168",930,46,4.9%,,72,6.2%,"1,168",930,72,6.2%
Sweden,THAILAND,BANGKOK,,,,,,"17,516","15,266","2,866",18.8%,49,"1,819",10.4%,"17,516","15,315","1,819",10.4%
Sweden,TURKEY,ANKARA,,,,,,"4,481","3,323","2,234",67.2%,33,"1,005",22.4%,"4,481","3,356","1,005",22.4%
Sweden,TURKEY,ISTANBUL,,,,,,"8,404","7,526","6,069",80.6%,101,694,8.3%,"8,404","7,627",694,8.3%
Sweden,UGANDA,KAMPALA,,,,,,83,,,,,,,83,,,
Sweden,UKRAINE,KYIV,,,,,,606,502,294,58.6%,6,51,8.4%,606,508,51,8.4%
Sweden,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"3,770","2,863",586,20.5%,66,762,20.2%,"3,770","2,929",762,20.2%
Sweden,UNITED KINGDOM,LONDON,,,,,,"4,148","3,784","2,789",73.7%,159,75,1.8%,"4,148","3,943",75,1.8%
Sweden,USA,"WASHINGTON, DC",,,,,,"4,551","4,190",833,19.9%,39,175,3.8%,"4,551","4,229",175,3.8%
Sweden,VIETNAM,HANOI,,,,,,33,10,4,40.0%,,1,3.0%,33,10,1,3.0%
Sweden,ZAMBIA,LUSAKA,,,,,,"3,911","3,615","1,048",29.0%,10,106,2.7%,"3,911","3,625",106,2.7%
Sweden,ZIMBABWE,HARARE,,,,,,1,,,,,,,1,,,
Switzerland,ALGERIA,ALGIERS,,,,,,3923,2501,908,36.3%,15,1407,35.9%,"3,923","2,516","1,407",35.9%
Switzerland,ARGENTINA,BUENOS AIRES,,,,,,34,33,24,72.7%,1,,,34,34,,
Switzerland,AUSTRALIA,SYDNEY,,,,,,1119,1113,270,24.3%,5,1,0.1%,"1,119","1,118",1,0.1%
Switzerland,AUSTRIA,VIENNA,,,,,,104,104,91,87.5%,,,,104,104,,
Switzerland,AZERBAIJAN,BAKU,,,,,,1399,1273,490,38.5%,1,125,8.9%,"1,399","1,274",125,8.9%
Switzerland,BANGLADESH,DHAKA,,,,,,1897,1389,193,13.9%,74,434,22.9%,"1,897","1,463",434,22.9%
Switzerland,BRAZIL,RIO DE JANEIRO,,,,,,32,26,19,73.1%,,6,18.8%,32,26,6,18.8%
Switzerland,BRAZIL,SAO PAULO,,,,,,134,119,96,80.7%,2,13,9.7%,134,121,13,9.7%
Switzerland,CAMEROON,YAONDE,,,,,,1476,920,322,35.0%,4,552,37.4%,"1,476",924,552,37.4%
Switzerland,CANADA,MONTREAL,2,2,1,,,1192,1143,1135,99.3%,25,24,2.0%,"1,194","1,170",24,2.0%
Switzerland,CANADA,OTTAWA,,,,,,11,11,11,100.0%,,,,11,11,,
Switzerland,CANADA,VANCOUVER,10,10,,,,1903,1847,1077,58.3%,7,49,2.6%,"1,913","1,864",49,2.6%
Switzerland,CHILE,SANTIAGO DE CHILE,,,,,,30,26,5,19.2%,,4,13.3%,30,26,4,13.3%
Switzerland,CHINA,BEIJING,,,,,,34526,33979,20539,60.4%,13,534,1.5%,"34,526","33,992",534,1.5%
Switzerland,CHINA,GUANGZHOU (CANTON),,,,,,15413,15168,5341,35.2%,,245,1.6%,"15,413","15,168",245,1.6%
Switzerland,CHINA,SHANGHAI,,,,,,30822,30671,11290,36.8%,3,148,0.5%,"30,822","30,674",148,0.5%
Switzerland,COLOMBIA,BOGOTA,,,,,,33,27,25,92.6%,,6,18.2%,33,27,6,18.2%
Switzerland,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,1554,703,94,13.4%,119,732,47.1%,"1,554",822,732,47.1%
Switzerland,COSTA RICA,SAN JOSE,,,,,,39,39,30,76.9%,,,,39,39,,
Switzerland,COTE D'IVOIRE,ABIDJAN,,,,,,2022,1588,663,41.8%,44,390,19.3%,"2,022","1,632",390,19.3%
Switzerland,CUBA,HAVANA,,,,,,927,750,101,13.5%,,177,19.1%,927,750,177,19.1%
Switzerland,DOMINICAN REPUBLIC,SANTO DOMINGO,,,,,,1595,1094,275,25.1%,5,496,31.1%,"1,595","1,099",496,31.1%
Switzerland,ECUADOR,QUITO,,,,,,1574,1468,1455,99.1%,,106,6.7%,"1,574","1,468",106,6.7%
Switzerland,EGYPT,CAIRO,,,,,,4938,4135,2314,56.0%,80,723,14.6%,"4,938","4,215",723,14.6%
Switzerland,ETHIOPIA,ADDIS ABEBA,,,,,,1270,1130,256,22.7%,18,122,9.6%,"1,270","1,148",122,9.6%
Switzerland,FRANCE,PARIS,,,,,,23,21,20,95.2%,1,1,4.3%,23,22,1,4.3%
Switzerland,GEORGIA,TBILISSI,,,,,,87,68,24,35.3%,,19,21.8%,87,68,19,21.8%
Switzerland,GERMANY,BERLIN,,,,,,3,2,1,50.0%,1,,,3,3,,
Switzerland,GERMANY,FRANKFURT/MAIN,,,,,,10,7,7,100.0%,,3,30.0%,10,7,3,30.0%
Switzerland,GERMANY,MUNICH,,,,,,3,3,3,100.0%,,,,3,3,,
Switzerland,GERMANY,STUTTGART,,,,,,20,20,20,100.0%,,,,20,20,,
Switzerland,GHANA,ACCRA,1,1,1,,,3575,1886,409,21.7%,4,1685,47.1%,"3,576","1,891","1,685",47.1%
Switzerland,GREECE,ATHENS,,,,,,6,3,3,100.0%,1,2,33.3%,6,4,2,33.3%
Switzerland,HONG KONG S.A.R.,HONG KONG,,,,,,1230,1227,543,44.3%,,3,0.2%,"1,230","1,227",3,0.2%
Switzerland,INDIA,NEW DELHI,,,,,,161403,152719,117544,77.0%,155,8529,5.3%,"161,403","152,874","8,529",5.3%
Switzerland,INDONESIA,JAKARTA,,,,,,8452,8222,1017,12.4%,2,228,2.7%,"8,452","8,224",228,2.7%
Switzerland,IRAN,TEHERAN,,,,,,13330,11145,2350,21.1%,138,2047,15.4%,"13,330","11,283","2,047",15.4%
Switzerland,ISRAEL,TEL AVIV,,,,,,227,225,101,44.9%,,2,0.9%,227,225,2,0.9%
Switzerland,ITALY,MILAN,,,,,,6,4,1,25.0%,2,,,6,6,,
Switzerland,ITALY,ROME,,,,,,1,1,,,,,,1,1,,
Switzerland,JAPAN,TOKYO,1,1,1,,,744,722,665,92.1%,,22,3.0%,745,723,22,3.0%
Switzerland,JORDAN,AMMAN,,,,,,2263,1803,526,29.2%,160,300,13.3%,"2,263","1,963",300,13.3%
Switzerland,KAZAKHSTAN,ASTANA,,,,,,7852,7649,4116,53.8%,,203,2.6%,"7,852","7,649",203,2.6%
Switzerland,KENYA,NAIROBI,,,,,,3070,2679,927,34.6%,54,337,11.0%,"3,070","2,733",337,11.0%
Switzerland,KOSOVO,PRISTINA,,,,,,30712,190,180,94.7%,24504,6018,19.6%,"30,712","24,694","6,018",19.6%
Switzerland,KYRGYZSTAN,BISHKEK,,,,,,4759,4381,651,14.9%,2,376,7.9%,"4,759","4,383",376,7.9%
Switzerland,LEBANON,BEIRUT,,,,,,3992,3228,1694,52.5%,311,453,11.3%,"3,992","3,539",453,11.3%
Switzerland,MADAGASCAR,ANTANANARIVO,,,,,,976,801,158,19.7%,,175,17.9%,976,801,175,17.9%
Switzerland,MEXICO,MEXICO CITY,,,,,,76,73,20,27.4%,,3,3.9%,76,73,3,3.9%
Switzerland,MOROCCO,RABAT,1,,,1,100.0%,3902,3238,1728,53.4%,2,662,17.0%,"3,903","3,240",663,17.0%
Switzerland,NEPAL,KATHMANDU,,,,,,3037,2383,261,11.0%,4,650,21.4%,"3,037","2,387",650,21.4%
Switzerland,NETHERLANDS,THE HAGUE,,,,,,3,3,2,66.7%,,,,3,3,,
Switzerland,NEW ZEALAND,WELLINGTON,,,,,,247,247,236,95.5%,,,,247,247,,
Switzerland,NIGERIA,ABUJA,,,,,,3408,2537,1182,46.6%,161,710,20.8%,"3,408","2,698",710,20.8%
Switzerland,PAKISTAN,ISLAMABAD,,,,,,4401,2250,206,9.2%,340,1811,41.1%,"4,401","2,590","1,811",41.1%
Switzerland,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,662,624,160,25.6%,8,30,4.5%,662,632,30,4.5%
Switzerland,PERU,LIMA,,,,,,31,27,19,70.4%,,4,12.9%,31,27,4,12.9%
Switzerland,PHILIPPINES,MANILA,,,,,,6779,6198,1556,25.1%,2,579,8.5%,"6,779","6,200",579,8.5%
Switzerland,QATAR,DOHA,1,1,1,,,8816,8460,8089,95.6%,87,269,3.1%,"8,817","8,548",269,3.1%
Switzerland,ROMANIA,BUCHAREST,,,,,,161,149,116,77.9%,6,6,3.7%,161,155,6,3.7%
Switzerland,RUSSIAN FEDERATION,MOSCOW,1,1,,,,20303,20008,17533,87.6%,52,243,1.2%,"20,304","20,061",243,1.2%
Switzerland,SAUDI ARABIA,RIYADH,,,,,,20467,19041,18253,95.9%,743,683,3.3%,"20,467","19,784",683,3.3%
Switzerland,SENEGAL,DAKAR,,,,,,1525,1241,690,55.6%,22,262,17.2%,"1,525","1,263",262,17.2%
Switzerland,SERBIA,BELGRADE,,,,,,1013,1003,569,56.7%,,10,1.0%,"1,013","1,003",10,1.0%
Switzerland,SINGAPORE,SINGAPORE,1,1,1,,,3367,3342,3210,96.1%,4,21,0.6%,"3,368","3,347",21,0.6%
