Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Spain,CHINA,SHANGHAI,,,,,,"87,828","86,352","1,047",1.2%,42,"1,273",1.4%,"87,828","86,394","1,273",1.4%
Spain,COLOMBIA,BOGOTA,2,2,,,,301,287,130,45.3%,2,11,3.7%,303,291,11,3.6%
Spain,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,"1,614",680,52,7.6%,39,792,49.1%,"1,614",719,792,49.1%
Spain,COSTA RICA,SAN JOSE,4,4,,,,150,134,28,20.9%,1,7,4.7%,154,139,7,4.5%
Spain,COTE D'IVOIRE,ABIDJAN ,,,,,,"2,073","1,455",280,19.2%,52,489,23.6%,"2,073","1,507",489,23.6%
Spain,CROATIA,ZAGREB,,,,,,37,33,7,21.2%,,,,37,33,,
Spain,CUBA,HAVANA,19,19,,,,"16,226","14,485",699,4.8%,11,"1,125",6.9%,"16,245","14,515","1,125",6.9%
Spain,CYPRUS,NICOSIA,1,1,,,,344,304,76,25.0%,3,25,7.3%,345,308,25,7.2%
Spain,CZECH REPUBLIC,PRAGUE,,,,,,1,1,,,,,,1,1,,
Spain,DENMARK,COPENHAGEN,,,,,,1,1,,,,,,1,1,,
Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,4,4,,,,"27,042","20,086","5,236",26.1%,8,"6,235",23.1%,"27,046","20,098","6,235",23.1%
Spain,ECUADOR,GUAYAQUIL,7,7,,,,"20,537","16,272","3,439",21.1%,,"3,954",19.3%,"20,544","16,279","3,954",19.2%
Spain,ECUADOR,QUITO,17,16,,1,5.9%,"26,173","20,380","2,019",9.9%,2,"5,516",21.1%,"26,190","20,398","5,517",21.1%
Spain,EGYPT,ALEXANDRIA,,,,,,"2,931","2,255",235,10.4%,3,611,20.8%,"2,931","2,258",611,20.8%
Spain,EGYPT,CAIRO,,,,,,"10,345","7,907",436,5.5%,40,"2,147",20.8%,"10,345","7,947","2,147",20.8%
Spain,EL SALVADOR,SAN SALVADOR,3,3,,,,33,31,3,9.7%,,,,36,34,,
Spain,EQUATORIAL GUINEA,BATA,118,119,,,,"4,447","3,651",678,18.6%,,690,15.5%,"4,565","3,770",690,15.1%
Spain,EQUATORIAL GUINEA,MALABO,10,10,,,,"9,404","7,128","1,297",18.2%,1,"1,255",13.3%,"9,414","7,139","1,255",13.3%
Spain,ESTONIA,TALLINN,,,,,,2,2,,,,,,2,2,,
Spain,ETHIOPIA,ADDIS ABEBA,12,11,,,,"1,178",817,61,7.5%,3,319,27.1%,"1,190",831,319,26.8%
Spain,FINLAND,HELSINKI,,,,,,13,8,,,3,,,13,11,,
Spain,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,79,52,2,3.8%,14,6,7.6%,79,66,6,7.6%
Spain,FRANCE,BAYONNE,,,,,,1,1,,,,,,1,1,,
Spain,FRANCE,BORDEAUX,,,,,,1,1,,,,,,1,1,,
Spain,FRANCE,LYON,,,,,,6,6,,,,,,6,6,,
Spain,FRANCE,MARSEILLE,,,,,,2,2,,,,,,2,2,,
Spain,FRANCE,PARIS,,,,,,119,109,38,34.9%,3,,,119,112,,
Spain,GABON,LIBREVILLE,,,,,,721,537,12,2.2%,,185,25.7%,721,537,185,25.7%
Spain,GERMANY,BERLIN,,,,,,3,3,,,,,,3,3,,
Spain,GERMANY,DUSSELDORF,,,,,,4,4,,,,,,4,4,,
Spain,GERMANY,FRANKFURT/MAIN,,,,,,5,4,,,,,,5,4,,
Spain,GERMANY,HAMBURG,,,,,,16,2,,,14,,,16,16,,
Spain,GERMANY,MUNICH,,,,,,1,1,,,,,,1,1,,
Spain,GHANA,ACCRA,7,6,,,,"2,892","1,063",116,10.9%,227,"1,167",40.4%,"2,899","1,296","1,167",40.3%
Spain,GREECE,ATHENS,,,,,,15,11,,,,,,15,11,,
Spain,GUATEMALA,GUATEMALA CITY,,,,,,132,127,26,20.5%,,,,132,127,,
Spain,GUINEA,CONAKRY,10,7,,,,593,181,7,3.9%,,344,58.0%,603,188,344,57.0%
Spain,GUINEA-BISSAU,BISSAU,2,2,,,,"1,090",650,86,13.2%,8,385,35.3%,"1,092",660,385,35.3%
Spain,HAITI,PORT AU PRINCE,11,11,,,,931,715,148,20.7%,,169,18.2%,942,726,169,17.9%
Spain,HONDURAS,TEGUCIGALPA,3,3,,,,22,20,7,35.0%,,,,25,23,,
Spain,HONG KONG S.A.R.,HONG KONG,,,,,,"1,328","1,292",98,7.6%,,28,2.1%,"1,328","1,292",28,2.1%
Spain,HUNGARY,BUDAPEST,,,,,,1,1,,,,,,1,1,,
Spain,INDIA,MUMBAI,,,,,,"33,573","31,912",407,1.3%,10,"1,469",4.4%,"33,573","31,922","1,469",4.4%
Spain,INDIA,NEW DELHI,1,1,,,,"20,858","16,982",529,3.1%,5,"3,544",17.0%,"20,859","16,988","3,544",17.0%
Spain,INDONESIA,JAKARTA,,,,,,"17,641","17,157",287,1.7%,8,337,1.9%,"17,641","17,165",337,1.9%
Spain,IRAN,TEHERAN,,,,,,"14,359","10,657",901,8.5%,62,"2,981",20.8%,"14,359","10,719","2,981",20.8%
Spain,IRAQ,BAGHDAD,,,,,,481,455,181,39.8%,1,3,0.6%,481,456,3,0.6%
Spain,IRELAND,DUBLIN,,,,,,"2,376","2,297",21,0.9%,4,13,0.5%,"2,376","2,301",13,0.5%
Spain,ISRAEL,JERUSALEM,16,15,,,,"4,255","3,594",567,15.8%,73,196,4.6%,"4,271","3,682",196,4.6%
Spain,ISRAEL,TEL AVIV,,,,,,486,449,30,6.7%,,34,7.0%,486,449,34,7.0%
Spain,ITALY,MILAN,,,,,,20,15,,,,,,20,15,,
Spain,ITALY,ROME,1,1,,,,14,13,1,7.7%,1,,,15,15,,
Spain,JAMAICA,KINGSTON,28,23,,,,"2,558","2,476",431,17.4%,,46,1.8%,"2,586","2,499",46,1.8%
Spain,JAPAN,TOKYO,,,,,,"1,227","1,154",18,1.6%,4,50,4.1%,"1,227","1,158",50,4.1%
Spain,JORDAN,AMMAN,1,,,1,100.0%,"7,891","5,954",715,12.0%,213,"1,156",14.6%,"7,892","6,167","1,157",14.7%
Spain,KAZAKHSTAN,ASTANA,,,,,,"14,479","14,318",839,5.9%,,83,0.6%,"14,479","14,318",83,0.6%
Spain,KENYA,NAIROBI,,,,,,"3,029","2,735",138,5.0%,13,238,7.9%,"3,029","2,748",238,7.9%
Spain,KUWAIT,KUWAIT,,,,,,"21,517","19,556","15,618",79.9%,119,"1,723",8.0%,"21,517","19,675","1,723",8.0%
Spain,LATVIA,RIGA,,,,,,3,3,,,,,,3,3,,
Spain,LEBANON,BEIRUT,,,,,,"20,275","17,339","1,763",10.2%,962,"1,583",7.8%,"20,275","18,301","1,583",7.8%
Spain,LUXEMBOURG,LUXEMBOURG,,,,,,1,1,,,,,,1,1,,
Spain,MALAYSIA,KUALA LUMPUR,,,,,,535,515,5,1.0%,1,1,0.2%,535,516,1,0.2%
Spain,MALI,BAMAKO,7,6,,1,14.3%,"1,118",813,209,25.7%,16,236,21.1%,"1,125",835,237,21.1%
Spain,MALTA,VALETTA,,,,,,6,4,,,,1,16.7%,6,4,1,16.7%
Spain,MAURITANIA,NOUAKCHOTT,,,,,,"9,146","7,310","2,842",38.9%,13,"1,396",15.3%,"9,146","7,323","1,396",15.3%
Spain,MEXICO,GUADALAJARA,,,,,,46,45,5,11.1%,,,,46,45,,
Spain,MEXICO,MEXICO CITY,1,1,,,,425,353,8,2.3%,,36,8.5%,426,354,36,8.5%
Spain,MEXICO,MONTERREY,,,,,,35,31,1,3.2%,,2,5.7%,35,31,2,5.7%
Spain,MOROCCO,AGADIR,,,,,,"9,893","7,069","3,225",45.6%,15,"2,424",24.5%,"9,893","7,084","2,424",24.5%
Spain,MOROCCO,CASABLANCA,,,,,,"56,432","52,287","17,266",33.0%,125,"2,717",4.8%,"56,432","52,412","2,717",4.8%
Spain,MOROCCO,NADOR,2,2,,,,"30,220","17,282","5,886",34.1%,206,"10,318",34.1%,"30,222","17,490","10,318",34.1%
Spain,MOROCCO,RABAT,,,,,,"24,789","18,237","6,792",37.2%,30,"5,735",23.1%,"24,789","18,267","5,735",23.1%
Spain,MOROCCO,TANGER,,,,,,"57,007","51,675","25,564",49.5%,178,"4,220",7.4%,"57,007","51,853","4,220",7.4%
Spain,MOROCCO,TETOUAN,1,,,,,"15,734","12,184","3,919",32.2%,156,"2,793",17.8%,"15,735","12,340","2,793",17.8%
Spain,MOZAMBIQUE,MAPUTO,1,1,,,,969,894,91,10.2%,1,56,5.8%,970,896,56,5.8%
Spain,NAMIBIA,WINDHOEK,4,4,,,,"1,068","1,011",151,14.9%,1,33,3.1%,"1,072","1,016",33,3.1%
Spain,NETHERLANDS,AMSTERDAM,,,,,,8,5,,,,,,8,5,,
Spain,NEW ZEALAND,WELLINGTON,,,,,,119,147,7,4.8%,,,,119,147,,
Spain,NICARAGUA,MANAGUA,,,,,,35,34,4,11.8%,,,,35,34,,
Spain,NIGER,NIAMEY,,,,,,567,487,154,31.6%,4,44,7.8%,567,491,44,7.8%
Spain,NIGERIA,ABUJA,,,,,,141,120,21,17.5%,17,,,141,137,,
Spain,NIGERIA,LAGOS,18,14,,5,27.8%,"5,694","2,278",37,1.6%,54,"3,123",54.8%,"5,712","2,346","3,128",54.8%
Spain,OMAN,MUSCAT,,,,,,"7,318","7,078","1,409",19.9%,56,77,1.1%,"7,318","7,134",77,1.1%
Spain,PAKISTAN,ISLAMABAD,24,18,,1,4.2%,"8,809","5,362",629,11.7%,23,"2,885",32.8%,"8,833","5,403","2,886",32.7%
Spain,PANAMA,PANAMA CITY,1,1,,,,421,404,105,26.0%,,,,422,405,,
Spain,PARAGUAY,ASUNCION,,,,,,43,39,9,23.1%,,1,2.3%,43,39,1,2.3%
Spain,PERU,LIMA,1,1,,,,351,282,93,33.0%,,2,0.6%,352,283,2,0.6%
Spain,PHILIPPINES,MANILA,,,,,,"19,393","18,107","2,269",12.5%,2,"1,262",6.5%,"19,393","18,109","1,262",6.5%
Spain,POLAND,WARSAW,,,,,,3,3,,,,,,3,3,,
Spain,PORTUGAL,LISBON,,,,,,1,1,,,,,,1,1,,
Spain,PORTUGAL,PORTO,,,,,,2,2,,,,,,2,2,,
Spain,QATAR,DOHA,4,4,,,,"5,209","4,374","1,793",41.0%,154,397,7.6%,"5,213","4,532",397,7.6%
Spain,ROMANIA,BUCHAREST,,,,,,332,271,38,14.0%,1,37,11.1%,332,272,37,11.1%
Spain,RUSSIAN FEDERATION,MOSCOW,,,,,,"466,959","460,244","418,438",90.9%,52,"4,644",1.0%,"466,959","460,296","4,644",1.0%
Spain,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"22,607","22,244","7,187",32.3%,3,124,0.5%,"22,607","22,247",124,0.5%
Spain,SAUDI ARABIA,RIYADH,,,,,,"27,911","25,357","20,378",80.4%,296,590,2.1%,"27,911","25,653",590,2.1%
Spain,SENEGAL,DAKAR,12,5,,6,50.0%,"7,170","3,466",204,5.9%,4,"3,230",45.0%,"7,182","3,475","3,236",45.1%
Spain,SERBIA,BELGRADE,,,,,,319,300,11,3.7%,,8,2.5%,319,300,8,2.5%
Spain,SINGAPORE,SINGAPORE,,,,,,"2,008","1,959",774,39.5%,,19,0.9%,"2,008","1,959",19,0.9%
Spain,SLOVAKIA,BRATISLAVA,,,,,,6,6,3,50.0%,,,,6,6,,
Spain,SOUTH AFRICA,CAPE TOWN,,1,,,,"8,326","8,174","1,244",15.2%,6,70,0.8%,"8,326","8,181",70,0.8%
Spain,SOUTH AFRICA,PRETORIA,,,,,,"13,458","13,148","2,026",15.4%,8,171,1.3%,"13,458","13,156",171,1.3%
Spain,SOUTH KOREA,SEOUL,,,,,,269,259,8,3.1%,,,,269,259,,
Spain,SUDAN,KHARTOUM,,,,,,"1,536",806,65,8.1%,4,651,42.4%,"1,536",810,651,42.4%
Spain,SWEDEN,STOCKHOLM,,,,,,2,1,,,1,,,2,2,,
Spain,SWITZERLAND,GENEVA,,,,,,4,4,,,1,,,4,5,,
Spain,SWITZERLAND,ZURICH,,,,,,10,10,,,,,,10,10,,
Spain,TANZANIA,DAR ES SALAAM,,,,,,837,666,21,3.2%,,138,16.5%,837,666,138,16.5%
Spain,THAILAND,BANGKOK,,,,,,"15,796","15,481",250,1.6%,8,196,1.2%,"15,796","15,489",196,1.2%
Spain,TRINIDAD AND TOBAGO,PORT OF SPAIN,2,2,,,,96,95,20,21.1%,,1,1.0%,98,97,1,1.0%
Spain,TUNISIA,TUNIS,,,,,,"9,224","7,383",624,8.5%,29,"1,469",15.9%,"9,224","7,412","1,469",15.9%
Spain,TURKEY,ANKARA,,,,,,"10,676","8,222","1,142",13.9%,342,"1,605",15.0%,"10,676","8,564","1,605",15.0%
Spain,TURKEY,ISTANBUL,,,,,,"35,142","34,292","8,652",25.2%,22,477,1.4%,"35,142","34,314",477,1.4%
Spain,UKRAINE,KYIV,,,,,,"40,095","38,225","8,662",22.7%,10,"1,586",4.0%,"40,095","38,235","1,586",4.0%
Spain,UNITED ARAB EMIRATES,ABU DHABI,1,,,,,"14,838","11,765","1,314",11.2%,283,"2,183",14.7%,"14,839","12,048","2,183",14.7%
Spain,UNITED KINGDOM,EDINBURGH,1,1,,,,"5,242","4,875",879,18.0%,3,64,1.2%,"5,243","4,879",64,1.2%
Spain,UNITED KINGDOM,LONDON,9,7,,,,"20,565","19,926",253,1.3%,20,167,0.8%,"20,574","19,953",167,0.8%
Spain,URUGUAY,MONTEVIDEO,,,,,,77,76,9,11.8%,1,,,77,77,,
Spain,USA,"BOSTON, MA",1,,,,,"1,122","1,112",15,1.3%,,,,"1,123","1,112",,
Spain,USA,"CHICAGO, IL",,,,,,"1,881","1,855",147,7.9%,1,,,"1,881","1,856",,
Spain,USA,"HOUSTON, TX",,,,,,983,970,76,7.8%,1,,,983,971,,
Spain,USA,"LOS ANGELES, CA",,,,,,"1,328","1,320",117,8.9%,1,,,"1,328","1,321",,
Spain,USA,"MIAMI, FL",,,,,,"2,617","2,573",120,4.7%,1,24,0.9%,"2,617","2,574",24,0.9%
Spain,USA,"NEW YORK, NY",1,,,,,"9,959","9,689","1,817",18.8%,63,28,0.3%,"9,960","9,752",28,0.3%
Spain,USA,"SAN FRANCISCO, CA",,,,,,"1,455","1,445",65,4.5%,,1,0.1%,"1,455","1,445",1,0.1%
Spain,USA,"SAN JUAN, PR",,,,,,138,130,11,8.5%,2,,,138,132,,
Spain,USA,"WASHINGTON, DC",1,1,,,,"1,808","1,791",104,5.8%,,,,"1,809","1,792",,
Spain,VENEZUELA,CARACAS,1,,,1,100.0%,177,96,25,26.0%,,81,45.8%,178,96,82,46.1%
Spain,VIETNAM,HANOI,,,,,,"2,715","2,338",53,2.3%,5,225,8.3%,"2,715","2,343",225,8.3%
Spain,ZIMBABWE,HARARE,1,1,,,,486,455,35,7.7%,1,30,6.2%,487,457,30,6.2%
Sweden,AFGHANISTAN,KABUL,,,,,,27,24,6,25.0%,2,,,27,26,,
Sweden,ALGERIA,ALGIERS,,,,,,15,3,3,100.0%,,,,15,3,,
Sweden,AUSTRALIA,CANBERRA,,,,,,10,2,1,50.0%,,1,10.0%,10,2,1,10.0%
Sweden,BANGLADESH,DHAKA,2,2,,,,"5,718","3,709",673,18.1%,31,"1,877",32.8%,"5,720","3,742","1,877",32.8%
Sweden,BOLIVIA,LA PAZ,,,,,,5,,,,,,,5,,,
Sweden,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,15,9,2,22.2%,,6,40.0%,15,9,6,40.0%
Sweden,BRAZIL,BRASILIA,,,,,,2,,,,,,,2,,,
Sweden,CANADA,OTTAWA,,,,,,2,,,,,,,2,,,
Sweden,CHILE,SANTIAGO DE CHILE,,,,,,36,35,14,40.0%,,,,36,35,,
Sweden,CHINA,BEIJING,,,,,,"65,459","64,847","2,620",4.0%,1,"1,417",2.2%,"65,459","64,848","1,417",2.2%
Sweden,CHINA,SHANGHAI,,,,,,"25,492","25,147","2,385",9.5%,,228,0.9%,"25,492","25,147",228,0.9%
Sweden,COLOMBIA,BOGOTA,,,,,,"1,120",889,361,40.6%,,144,12.9%,"1,120",889,144,12.9%
Sweden,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,18,,,,,,,18,,,
Sweden,CUBA,HAVANA,,,,,,"1,644","1,343",59,4.4%,1,286,17.4%,"1,644","1,344",286,17.4%
Sweden,EGYPT,CAIRO,,,,,,"2,596","1,426",370,25.9%,,"1,068",41.1%,"2,596","1,426","1,068",41.1%
Sweden,ETHIOPIA,ADDIS ABEBA,,,,,,"2,358","1,707",104,6.1%,3,541,22.9%,"2,358","1,710",541,22.9%
Sweden,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,"6,611",29,10,34.5%,"4,719","1,516",22.9%,"6,611","4,748","1,516",22.9%
Sweden,FRANCE,PARIS,,,,,,15,,,,,,,15,,,
Sweden,GERMANY,BERLIN,,,,,,9,,,,,,,9,,,
Sweden,GREECE,ATHENS,,,,,,14,,,,,,,14,,,
Sweden,GUATEMALA,GUATEMALA CITY,,,,,,11,5,2,40.0%,,,,11,5,,
Sweden,INDIA,NEW DELHI,,,,,,"20,754","18,135","7,481",41.3%,2,"1,475",7.1%,"20,754","18,137","1,475",7.1%
Sweden,INDONESIA,JAKARTA,,,,,,"2,362","2,313",349,15.1%,,17,0.7%,"2,362","2,313",17,0.7%
Sweden,IRAN,TEHERAN,,,,,,"17,518","10,081","2,611",25.9%,46,"5,343",30.5%,"17,518","10,127","5,343",30.5%
Sweden,IRAQ,BAGHDAD,,,,,,188,149,56,37.6%,1,,,188,150,,
Sweden,ISRAEL,JERUSALEM,,,,,,810,411,65,15.8%,4,179,22.1%,810,415,179,22.1%
Sweden,ISRAEL,TEL AVIV,,,,,,169,31,3,9.7%,1,2,1.2%,169,32,2,1.2%
Sweden,ITALY,ROME,,,,,,13,,,,,,,13,,,
Sweden,JAPAN,TOKYO,,,,,,370,304,48,15.8%,,11,3.0%,370,304,11,3.0%
Sweden,JORDAN,AMMAN,,,,,,"5,218","3,007",456,15.2%,239,"1,276",24.5%,"5,218","3,246","1,276",24.5%
Sweden,KENYA,NAIROBI,,,,,,"1,620","1,102",57,5.2%,2,337,20.8%,"1,620","1,104",337,20.8%
Sweden,LIBERIA,MONROVIA,,,,,,56,55,,,,,,56,55,,
Sweden,MOROCCO,RABAT,,,,,,"2,200","1,615",554,34.3%,,566,25.7%,"2,200","1,615",566,25.7%
Sweden,MOZAMBIQUE,MAPUTO,,,,,,4,,,,,,,4,,,
Sweden,NIGERIA,ABUJA,,,,,,"3,055",833,98,11.8%,2,"2,088",68.3%,"3,055",835,"2,088",68.3%
Sweden,NORTH KOREA,PYONGYANG,,,,,,176,148,1,0.7%,,,,176,148,,
Sweden,PAKISTAN,ISLAMABAD,,,,,,"2,986","1,735",170,9.8%,6,"1,094",36.6%,"2,986","1,741","1,094",36.6%
Sweden,PERU,LIMA,,,,,,1,,,,,,,1,,,
Sweden,ROMANIA,BUCHAREST,,,,,,74,60,21,35.0%,1,3,4.1%,74,61,3,4.1%
Sweden,RUSSIAN FEDERATION,MOSCOW,,,,,,"21,874","21,163","13,222",62.5%,,354,1.6%,"21,874","21,163",354,1.6%
Sweden,SAUDI ARABIA,RIYADH,,,,,,"2,823","2,090","1,675",80.1%,1,516,18.3%,"2,823","2,091",516,18.3%
Sweden,SERBIA,BELGRADE,,,,,,49,21,10,47.6%,,4,8.2%,49,21,4,8.2%
Sweden,SINGAPORE,SINGAPORE,,,,,,6,,,,,,,6,,,
Sweden,SOUTH AFRICA,PRETORIA,,,,,,"3,973","3,713","2,750",74.1%,,95,2.4%,"3,973","3,713",95,2.4%
Sweden,SOUTH KOREA,SEOUL,,,,,,205,162,36,22.2%,,24,11.7%,205,162,24,11.7%
Sweden,SPAIN,MADRID,,,,,,26,,,,,,,26,,,
Sweden,SUDAN,KHARTOUM,,,,,,40,,,,,,,40,,,
Sweden,TANZANIA,DAR ES SALAAM,,,,,,"1,280","1,026",59,5.8%,,97,7.6%,"1,280","1,026",97,7.6%
Sweden,THAILAND,BANGKOK,,,,,,"16,396","14,611","1,876",12.8%,1,"1,348",8.2%,"16,396","14,612","1,348",8.2%
Sweden,TURKEY,ANKARA,,,,,,"4,469","3,481","1,664",47.8%,,865,19.4%,"4,469","3,481",865,19.4%
Sweden,TURKEY,ISTANBUL,,,,,,"8,937","8,363","6,727",80.4%,10,558,6.2%,"8,937","8,373",558,6.2%
Sweden,UGANDA,KAMPALA,,,,,,21,,,,,,,21,,,
Sweden,UKRAINE,KYIV,,,,,,"4,110","3,723","1,846",49.6%,1,311,7.6%,"4,110","3,724",311,7.6%
Sweden,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"3,046","2,272",410,18.0%,4,681,22.4%,"3,046","2,276",681,22.4%
Sweden,UNITED KINGDOM,LONDON,,,,,,"5,105","4,848","3,928",81.0%,80,29,0.6%,"5,105","4,928",29,0.6%
Sweden,USA,"WASHINGTON, DC",,,,,,"3,225","2,924",503,17.2%,19,91,2.8%,"3,225","2,943",91,2.8%
Sweden,VIETNAM,HANOI,,,,,,390,324,144,44.4%,,33,8.5%,390,324,33,8.5%
Sweden,ZAMBIA,LUSAKA,,,,,,"3,621","3,344",912,27.3%,,117,3.2%,"3,621","3,344",117,3.2%
Switzerland,ALGERIA,ALGIERS,,,,,,"3,362","2,258",866,38.4%,,"1,104",32.8%,"3,362","2,258","1,104",32.8%
Switzerland,ARGENTINA,BUENOS AIRES,,,,,,21,21,9,42.9%,,,,21,21,,
Switzerland,AUSTRALIA,SYDNEY,,,,,,942,928,220,23.7%,6,8,0.8%,942,934,8,0.8%
Switzerland,AUSTRIA,VIENNA,,,,,,85,85,74,87.1%,,,,85,85,,
Switzerland,AZERBAIJAN,BAKU,,,,,,"1,499","1,366",524,38.4%,5,128,8.5%,"1,499","1,371",128,8.5%
Switzerland,BANGLADESH,DHAKA,,,,,,"1,812","1,390",289,20.8%,2,420,23.2%,"1,812","1,392",420,23.2%
Switzerland,BRAZIL,BRASILIA,,,,,,2,2,2,100.0%,,,,2,2,,
Switzerland,BRAZIL,RIO DE JANEIRO,,,,,,28,28,24,85.7%,,,,28,28,,
Switzerland,BRAZIL,SAO PAULO,,,,,,64,59,47,79.7%,3,2,3.1%,64,62,2,3.1%
Switzerland,CAMEROON,YAONDE,,,,,,"1,256",787,260,33.0%,2,467,37.2%,"1,256",789,467,37.2%
Switzerland,CANADA,MONTREAL,,,,,,"1,157","1,104","1,094",99.1%,36,17,1.5%,"1,157","1,140",17,1.5%
Switzerland,CANADA,OTTAWA,,,,,,24,24,24,100.0%,,,,24,24,,
Switzerland,CANADA,VANCOUVER,7,7,,,,"1,552","1,518",940,61.9%,13,21,1.4%,"1,559","1,538",21,1.3%
Switzerland,CHILE,SANTIAGO DE CHILE,,,,,,29,27,11,40.7%,,2,6.9%,29,27,2,6.9%
Switzerland,CHINA,BEIJING,,,,,,"32,836","32,260","19,525",60.5%,8,568,1.7%,"32,836","32,268",568,1.7%
Switzerland,CHINA,GUANGZHOU (CANTON),,,,,,"12,287","12,044","4,511",37.5%,,243,2.0%,"12,287","12,044",243,2.0%
Switzerland,CHINA,SHANGHAI,,,,,,"29,677","29,524","10,557",35.8%,2,151,0.5%,"29,677","29,526",151,0.5%
Switzerland,COLOMBIA,BOGOTA,,,,,,50,48,39,81.3%,,2,4.0%,50,48,2,4.0%
Switzerland,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,"1,280",629,87,13.8%,144,507,39.6%,"1,280",773,507,39.6%
Switzerland,COSTA RICA,SAN JOSE,,,,,,26,26,14,53.8%,,,,26,26,,
Switzerland,COTE D'IVOIRE,ABIDJAN,,,,,,"2,061","1,571",744,47.4%,50,440,21.3%,"2,061","1,621",440,21.3%
Switzerland,CUBA,HAVANA,,,,,,882,716,74,10.3%,,166,18.8%,882,716,166,18.8%
Switzerland,DOMINICAN REPUBLIC,SANTO DOMINGO,,,,,,"1,759","1,239",413,33.3%,4,516,29.3%,"1,759","1,243",516,29.3%
Switzerland,ECUADOR,QUITO,,,,,,"1,749","1,639","1,604",97.9%,,110,6.3%,"1,749","1,639",110,6.3%
Switzerland,EGYPT,CAIRO,,,,,,"4,367","3,383","2,083",61.6%,71,913,20.9%,"4,367","3,454",913,20.9%
Switzerland,ETHIOPIA,ADDIS ABEBA,,,,,,"1,213","1,066",174,16.3%,21,126,10.4%,"1,213","1,087",126,10.4%
Switzerland,FRANCE,PARIS,,,,,,19,18,16,88.9%,1,,,19,19,,
Switzerland,GEORGIA,TBILISSI,,,,,,650,581,147,25.3%,3,66,10.2%,650,584,66,10.2%
Switzerland,GERMANY,BERLIN,,,,,,1,1,1,100.0%,,,,1,1,,
Switzerland,GERMANY,FRANKFURT/MAIN,,,,,,1,1,,,,,,1,1,,
Switzerland,GERMANY,MUNICH,,,,,,6,6,3,50.0%,,,,6,6,,
Switzerland,GERMANY,STUTTGART,,,,,,27,27,27,100.0%,,,,27,27,,
Switzerland,GHANA,ACCRA,1,,,1,100.0%,"3,401","2,009",720,35.8%,,"1,392",40.9%,"3,402","2,009","1,393",40.9%
Switzerland,GREECE,ATHENS,,,,,,10,1,1,100.0%,9,,,10,10,,
Switzerland,HONG KONG S.A.R.,HONG KONG,,,,,,"1,116","1,109",589,53.1%,,7,0.6%,"1,116","1,109",7,0.6%
Switzerland,INDIA,NEW DELHI,,,,,,"130,857","124,008","90,895",73.3%,94,"6,755",5.2%,"130,857","124,102","6,755",5.2%
Switzerland,INDONESIA,JAKARTA,,,,,,"8,222","7,971",902,11.3%,,251,3.1%,"8,222","7,971",251,3.1%
Switzerland,IRAN,TEHERAN,,,,,,"17,628","15,815","2,613",16.5%,130,"1,683",9.5%,"17,628","15,945","1,683",9.5%
Switzerland,ISRAEL,TEL AVIV,,,,,,237,232,71,30.6%,1,4,1.7%,237,233,4,1.7%
Switzerland,ITALY,MILAN,,,,,,13,13,10,76.9%,,,,13,13,,
Switzerland,ITALY,ROME,,,,,,9,8,5,62.5%,1,,,9,9,,
Switzerland,JAPAN,TOKYO,,,,,,629,616,600,97.4%,,13,2.1%,629,616,13,2.1%
Switzerland,JORDAN,AMMAN,,,,,,"2,509","2,096",609,29.1%,164,249,9.9%,"2,509","2,260",249,9.9%
Switzerland,KAZAKHSTAN,ASTANA,,,,,,"7,088","7,052","3,187",45.2%,,36,0.5%,"7,088","7,052",36,0.5%
Switzerland,KENYA,NAIROBI,,,,,,"2,794","2,376",659,27.7%,62,356,12.7%,"2,794","2,438",356,12.7%
Switzerland,KOSOVO,PRISTINA,3,,,3,100.0%,"30,504",179,175,97.8%,"23,998","6,327",20.7%,"30,507","24,177","6,330",20.7%
Switzerland,KYRGYZSTAN,BISHKEK,,,,,,"4,751","4,364",578,13.2%,,387,8.1%,"4,751","4,364",387,8.1%
Switzerland,LEBANON,BEIRUT,,,,,,"4,163","2,936","1,185",40.4%,442,785,18.9%,"4,163","3,378",785,18.9%
Switzerland,MADAGASCAR,ANTANANARIVO,1,,,1,100.0%,767,642,143,22.3%,1,124,16.2%,768,643,125,16.3%
